loss_reconstruction,loss_prediction_1,loss_prediction_2,loss_linearity_2,loss_linearity_3,lin_dyn_weight
0.009656640680994363,0.010094912680203483,0.011198554133008791,0.0014893039048418102,0.002780734427623301,0.8245088458061218
0.009543540118724709,0.00999684074781085,0.011111049794110676,0.0013891850941933242,0.002661006810181093,0.8263680934906006
0.009423247711020427,0.009889912725294997,0.010997160059093628,0.0013553266494766177,0.002599191250617072,0.8283566832542419
0.009259182541012365,0.009708325334843374,0.010797016542629908,0.001263382340837645,0.002500711456441239,0.8310752511024475
0.009220198769397383,0.009663378602306314,0.010756398657424338,0.0012626835788856416,0.0024761591056649316,0.8317229747772217
0.009145860791506383,0.009594460451762949,0.010675672656737719,0.0012136657266008774,0.0024416619799281125,0.8329538106918335
0.00911009080157984,0.009540481395369407,0.010626430649485364,0.0012787217686840353,0.002486186332050586,0.8335515856742859
0.008989775108311001,0.009439666559232162,0.0105186005666752,0.0011888430347578637,0.002387616283341542,0.8355556130409241
0.008960477695269073,0.009379852608146283,0.010462445690727873,0.0011700285748647364,0.00236169103308012,0.8360461592674255
0.008901967198256679,0.009317777040820794,0.010370111035420591,0.00115428821952551,0.002344406471156434,0.8370233774185181
0.008927260161746269,0.00934674970855649,0.010407488598119493,0.0012110978714971734,0.002378219731102054,0.8366009593009949
0.008974496360193164,0.009363856671640537,0.010409045729461133,0.0012722870134967285,0.0024513172423279526,0.8358147740364075
0.008911109438178523,0.009282032985415235,0.010313122234488494,0.0012322715364846608,0.0024157548210764893,0.8368756175041199
0.008843634995138084,0.009226575633823472,0.010255079391418688,0.0012901988380507334,0.002467411741514334,0.8379936814308167
0.008787350092808273,0.009162598038279771,0.010213598978999478,0.0012377945768753155,0.0024498583636427887,0.8389399647712708
0.008750469785108662,0.009147907323485253,0.01017691564039896,0.0012026846796374193,0.0023840621338794697,0.8395610451698303
0.008696944649087502,0.009076220057154662,0.010094776969628046,0.001210491532997397,0.0023960953690861696,0.8404521346092224
0.00869660964923217,0.009090409262868382,0.010125276956382214,0.0012520511353375928,0.0024335652089759008,0.8404658436775208
0.008658934902124757,0.009033612366890747,0.01001557618779624,0.0012619089235195377,0.0024406084828328765,0.8410946130752563
0.008482835243062285,0.008843206869275777,0.009846378752849246,0.0011919867872391772,0.0023699065932891515,0.8440573215484619
0.008385336206563367,0.008765334920995188,0.009737729716220958,0.0011267856363482123,0.0022911985748566236,0.8457005620002747
0.008368342816079623,0.008728219068690434,0.009707468698088756,0.001140850074839272,0.0023145690560340882,0.8459867835044861
0.008359299147589094,0.00870254875829556,0.009701079800224945,0.0011602911123093343,0.0022963439108141318,0.8461461663246155
0.008306747461175358,0.008636498761257069,0.009602356377063982,0.0011246457570951256,0.002261173665123498,0.8470264673233032
0.00826332020829588,0.008586064581102972,0.009557618020764934,0.0011362554830492743,0.0022853952126214968,0.8477623462677002
0.008160705806924993,0.008524427177922038,0.009473315191348928,0.0011041867878013008,0.002248125613335795,0.8495022058486938
0.008224752740371948,0.008549832807691305,0.009521505236625672,0.0011734320888383276,0.002347325233605084,0.8484203219413757
0.008228768512056579,0.008572573359780664,0.00953223677289566,0.0011919222309585385,0.002372246183104963,0.8483530282974243
0.008133466978051118,0.008470146308009257,0.009429430821597976,0.0011554461447584549,0.00232098495850227,0.8499642610549927
0.008041545341178874,0.008388347063688625,0.009318982844784756,0.0011560482754303305,0.0023078480022865654,0.8515262603759766
0.008159802048998391,0.008465380496626733,0.009397668476472765,0.0012314897643139699,0.002392318892298929,0.8495128750801086
0.008149974038136885,0.008447126784180635,0.009381130557732294,0.0012561572628133249,0.002412717934422845,0.8496870398521423
0.007965272170610277,0.008243502616482294,0.009169431560791579,0.0011654241073051554,0.0023120491946703636,0.8528228402137756
0.007785929759476809,0.00808743394461254,0.009007007033632906,0.0010700186902044603,0.0021820067809332137,0.8558850884437561
0.007816621552427743,0.008098560961700927,0.009013708085821779,0.0010889930425574314,0.0021994669515414526,0.8553569316864014
0.0078421837387719,0.008105751152006572,0.009026637323350715,0.0011446951994759924,0.002248655769648968,0.8549229502677917
0.0077289349130736104,0.007996614507380748,0.008900199550510253,0.0010863664466262664,0.0021930079707163292,0.8568581938743591
0.007726412814660561,0.008018767403676207,0.00893293898177627,0.0011445310854371763,0.0022554507141545315,0.8569023609161377
0.007664976111494455,0.007930973012175336,0.008816070434631118,0.0010899157394598795,0.002185746682370269,0.8579554557800293
0.007749357698297741,0.007995428794982449,0.008865654068505204,0.0011584828113949538,0.0022562748633775135,0.856514036655426
0.007707594960127901,0.007980560466347125,0.008872559956656206,0.0011397430960764022,0.0022568928265331574,0.8572208285331726
0.007638337875047586,0.007903401333613684,0.008772896500241836,0.0011737264367758027,0.0022959283609318253,0.858409583568573
0.007533010913546654,0.007813397569944395,0.008678520265841644,0.0011753475756053156,0.002276818774290533,0.8602169752120972
0.007606358447380914,0.007883023985680318,0.008779893365482357,0.0011723869136415872,0.002287780933532139,0.858961284160614
0.0074430880393057865,0.007713591932450365,0.00858618636059281,0.0011349911557748014,0.0022252249187671097,0.8617643117904663
0.007339795551969101,0.007614978987898603,0.008467693646882204,0.0010745464130336006,0.0021408983650023504,0.8635437488555908
0.007265935310681394,0.007523291853050258,0.008384158367278592,0.0010512151299106995,0.0020968008786439894,0.8648197650909424
0.007247029844946509,0.007486742354879443,0.008346293656618002,0.001074734281423508,0.002119748986907453,0.8651452660560608
0.007231613347344351,0.00746510269857893,0.008313366620732635,0.0010936698620051346,0.0021521013680120445,0.8654133677482605
0.007225460178475052,0.007472011946991786,0.00830141436933671,0.0010240679519288491,0.0020708398180920005,0.8655152916908264
0.007199823462573074,0.007460850427214731,0.00830180594985117,0.0010538610085945002,0.0021112884001043817,0.8659650087356567
0.0071937894854919625,0.007454639533222122,0.008291603794833957,0.0010290638499912,0.0021018395362884406,0.8660688996315002
0.007171812417898202,0.0074277706094236185,0.008263693679899178,0.0010577202918345496,0.0021341117861486923,0.866447925567627
0.00709624451853885,0.007331929380861705,0.008163125232962153,0.0010573888222543185,0.002100305551750548,0.8677558898925781
0.007011424169419396,0.007234153041503573,0.008051756684412091,0.0010369826245727955,0.002081360082898364,0.8692255616188049
0.007003270593415571,0.0072337586907732405,0.008035489876798335,0.0010197235008814192,0.002060986877787833,0.8693677186965942
0.006973912301879601,0.007200223517497914,0.008012566010423954,0.0010149423270517548,0.002049740713914769,0.8698782324790955
0.006924321775593414,0.007157706684314164,0.00796118560653405,0.001003620538535534,0.0020457041193574868,0.8707428574562073
