loss_reconstruction,loss_prediction,loss_linearity,loss_contrast,lin_dyn_weight
0.11933691631852782,0.12142216969511145,0.006906611449147597,5.359665286004257e-06,0.09206900000572205
0.11371464430087373,0.11592121482215043,0.006732774285434798,5.450668004292267e-06,0.10300462692975998
0.10871422220890388,0.11106456744287353,0.006680278055090207,5.417854805790161e-06,0.11382191628217697
0.1038305799579173,0.10617878753442227,0.006522744018884111,5.415830954533784e-06,0.12549526989459991
0.09974919497247675,0.10202309748921892,0.006647903503395677,5.5859151466356515e-06,0.1361684948205948
0.09547673133838593,0.09762255002522277,0.006698799660384416,5.647738155055742e-06,0.14831070601940155
0.09115300117804602,0.09330558676981734,0.006334714100873422,5.674656294184817e-06,0.1616784632205963
0.08750793221968428,0.08953272802979953,0.006252261576549857,5.817254050734285e-06,0.1739146113395691
0.08398653812526698,0.08603189330318338,0.006253988028880978,5.78607522396456e-06,0.1865718960762024
0.08075326767028497,0.0826960515041134,0.006328407057059115,5.91243046703029e-06,0.19903697073459625
0.07740135277164525,0.07933003311582289,0.006166197372046137,6.0200226783457346e-06,0.21283231675624847
0.074432991724711,0.0764032096949084,0.006083493998608784,6.041990112296858e-06,0.2258400321006775
0.07167478778646715,0.07358143878126912,0.006100137159977378,6.155435536475759e-06,0.23864130675792694
0.06882733691873244,0.07076298217751066,0.005987020045888408,6.2676943638868385e-06,0.25263452529907227
0.06595573316630346,0.06789863830676987,0.005724695338880089,6.446492611258147e-06,0.26753315329551697
0.06361944819663229,0.06543129414879285,0.005602598403787725,6.785394102259681e-06,0.2803298830986023
0.061645235606636505,0.06338245989929575,0.005700140005481946,6.891060073288993e-06,0.2916341722011566
0.05913083902472785,0.06095274955273953,0.005498903585053561,6.9350316208931145e-06,0.3066464066505432
0.05764927869867384,0.05929711266313417,0.005654231147046623,7.226687413843189e-06,0.31591811776161194
0.05524514259985241,0.05692586462555239,0.005513959162276807,7.323012707260127e-06,0.33142566680908203
0.05317695560707803,0.05477586904935159,0.005342380434584282,7.578915205251066e-06,0.3454037308692932
0.05148567943446758,0.05301518889079145,0.0053599881515126605,7.699023453507357e-06,0.35729289054870605
0.04965896469019054,0.05118360514215745,0.0051233966337971325,7.743109346296571e-06,0.3705700933933258
0.04794849030893226,0.04945263306512909,0.00489395003311396,7.812044916609109e-06,0.3834631145000458
0.046352724097769,0.04781877095673743,0.004754265618008679,7.96918840357914e-06,0.39588168263435364
0.04517515780698838,0.04664063754294257,0.004860906518406507,8.19341313527259e-06,0.4053196907043457
0.04352893558488135,0.044993971252249645,0.004753188191396222,8.441413065498031e-06,0.4188893437385559
0.04212186733215808,0.04361033146007451,0.004641556021215609,8.638809917487009e-06,0.4308280348777771
0.04093430238219113,0.04230328730180181,0.004625448545106455,8.784818146279488e-06,0.44117850065231323
0.039718038145322904,0.04106447386278224,0.0046643192590221805,8.868386818242887e-06,0.4520565867424011
0.03853381600920061,0.03986011934903608,0.004531625262524023,9.065664433769635e-06,0.4628693163394928
0.03737932911027852,0.03868660822151174,0.004514847613681337,9.161796626587612e-06,0.4736871123313904
0.03613941296535587,0.0374342540913229,0.004429590458864341,9.262456366934017e-06,0.4855669140815735
0.03516036583655002,0.036384071046161905,0.004453072839993334,9.271142963022268e-06,0.4951808452606201
0.034000660375200074,0.035282171094145914,0.004207784659541324,9.054819550672633e-06,0.5067848563194275
0.03304948832530119,0.034292477165566056,0.0041799187652726754,9.25371443553005e-06,0.5165095329284668
0.032103180625643234,0.033246741987185566,0.004234070375302042,9.311438815829896e-06,0.5263793468475342
0.031234107022710525,0.03241526159700056,0.00429007289406841,9.456495505906816e-06,0.5356183648109436
0.030286754563890256,0.03137240798559649,0.004187465247126351,9.428503436409217e-06,0.5458503365516663
